Distance of Bounds (nm),Elemental Excess (atoms/nm2)
2.381200000000007,-3.6852538539412008
3.9686000000000092,-5.794902756376044
6.349800000000016,-8.812764867880713
7.93719999999999,-11.013218707056826
10.318399999999997,-14.227217245134566
11.905800000000028,-15.749308936161288
14.286999999999978,-17.097155999693562
15.87439999999998,-18.432294311241755
18.255599999999987,-20.220196006879593
19.843000000000018,-21.112894062491097
22.224199999999968,-21.999739540897565
23.81159999999997,-22.31190314154168
26.192800000000005,-22.68369208204053
27.780200000000008,-22.773131874901274
30.161399999999986,-22.25915044850883
31.74879999999999,-22.353947196522462
34.130000000000024,-22.155523420226977
35.7174,-21.39518864643722
38.098600000000005,-19.87582552338337
39.68600000000001,-19.417861737070233
42.067200000000014,-19.010635412753768
43.65469999999999,-18.585700476825995
46.03580000000002,-16.909026192635636
47.6233,-16.094254282690244
50.004399999999976,-15.570141457139615
52.38559999999998,-14.636173409633432
53.97300000000001,-14.522343006662913
56.35419999999996,-13.797593873802283
57.941599999999966,-13.50048618845434
60.3228,-13.005643264287832
61.9102,-12.909280982115941
64.29139999999998,-12.69156794488583
65.87879999999998,-12.583132945549663
68.26000000000002,-12.035779081207911
69.8475,-11.862883796692017
72.2286,-12.033165979383549
73.8161,-12.168546852579707
76.19720000000004,-12.420785754626277
77.78470000000002,-12.270912481702446
80.16580000000002,-11.3904431157283
81.7533,-11.377295987666464
84.1344,-10.452108342734908
85.72200000000001,-10.423366492277781
88.10309999999998,-10.58563577053127
89.69059999999999,-10.027159525226487
92.07169999999999,-9.482314082271959
93.6591,-9.021959635733221
96.0403,-8.022642293446618
97.62780000000001,-7.452712233530672
100.00889999999998,-6.298589759555069
102.39000000000001,-5.255563173189324
103.97749999999999,-4.327722044554049
106.3586,-4.023866281173567
107.9462,-3.9108193996418614
110.3272,-2.5073169335078633
111.91479999999999,-1.0692323093384157
114.29589999999997,0.9866710405251231
115.8833,1.2420121420760135
118.2645,1.3714346598262668
119.852,1.407570593109096
122.2331,2.628947201755641
123.82050000000002,2.9730939109593115
126.20170000000002,3.201415357513067
127.78920000000002,3.504631666403136
130.17040000000003,4.23206886474192
131.7578,4.3144391405291
134.13889999999998,4.917891273461902
135.7264,5.96857445499308
138.1076,6.201738828747445
139.695,5.866301053834288
142.0762,6.540729277913562
143.66360000000003,6.571021910890878
146.04479999999998,5.996730825562641
147.63220000000004,5.878788206760875
150.0134,5.658493833036918
152.3945,5.398592340543223
153.98200000000003,5.3359545191276965
156.36319999999998,4.320704628434961
157.9506,3.978387991697881
160.3318,3.6069430730836958
161.9192,3.280414929071155
164.3003,3.410634604039549
165.88780000000003,3.0206227682149525
168.269,2.7724861273106898
169.8564,2.5395071002565253
172.23758,1.4868321631087853
173.82501000000002,1.0455549815683858
176.20619000000002,0.8684080782192152
177.79361000000003,1.3384262394972275
180.17478999999997,1.865356295213953
181.76221000000004,2.136447977146144
184.14339,1.6562292632523594
185.73080999999996,1.647271837254542
188.11200000000002,1.9615561826261163
189.69941999999998,2.6451340356535225
192.0806,4.13710316373764
193.66801999999998,4.09755581908758
196.04921000000002,3.3603210476828997
197.63663000000003,3.499448350477199
200.01781000000003,3.6845449916551405
201.60522999999995,3.9279339945730185
203.98641000000003,4.578256513356234
206.36759,5.993480390074427
207.95501000000002,6.967932216283694
210.33620000000002,7.776689455554587
211.92362000000003,8.450774897566506
214.3048,9.14845807725869
215.89222,9.987689961985957
218.27341,11.480057766521847
219.86082999999996,12.528412970893754
222.24201000000002,13.89338374290469
223.82942999999997,15.214902834449294
226.21060999999997,17.806636766113208
227.79802999999998,19.484005880769843
230.17921,21.652096762314752
231.76664,23.11284493608162
234.14782000000002,25.202207066945064
235.73523999999998,26.497112003281543
238.11642000000003,28.160081998456334
239.70385,29.638015559237694
242.08503,30.430252372766052
243.67244,31.030397065833334
246.05363000000003,31.186556257376544
247.64104999999998,31.49395077579187
250.02222999999998,31.303244326628292
251.60965,30.980108581622712
253.99084,30.703646334368816
256.37202,29.845523610038413
257.95944,29.863753581934905
260.34061999999994,30.313325294766553
