Distance of Bounds (nm),Elemental Excess (atoms/nm2)
2.3811999999999784,1.3222541439874207
3.9686000000000092,2.270746997855345
6.349799999999988,3.43576680408834
7.937199999999962,4.453582677938232
10.318399999999997,5.741905413117012
11.9058,6.775232304790279
14.286999999999978,8.171885326407446
15.87439999999998,9.186156553805708
18.255600000000015,10.53224808130525
19.843000000000018,11.512521259261645
22.224199999999996,13.128360254059013
23.8116,14.130693281727888
26.192800000000005,16.26908297376845
27.780200000000036,17.216673775136105
30.161399999999986,18.954160777902693
31.74879999999999,19.76048150821953
34.130000000000024,20.432978753740464
35.7174,20.607460019521213
38.098600000000005,20.71375459095426
39.68600000000001,20.36322732794693
42.067199999999985,19.703880583928242
43.65459999999999,19.37333864256735
46.035799999999995,18.268356757461454
47.6232,17.262795495691822
50.004399999999976,16.480607499437316
52.38560000000001,15.621509560594353
53.97300000000001,14.77158353640573
56.35419999999999,13.335640298130008
57.941599999999994,11.875617186891926
60.3228,10.091033561587018
61.91020000000003,9.103541422381785
64.29139999999998,6.961365204181052
65.87879999999998,6.057148980724546
68.26000000000002,4.669485005416538
69.84740000000002,3.578335496881551
72.2286,1.944536401016986
73.816,0.7662732420156023
76.19720000000001,-0.8454985223019347
77.78479999999999,-1.6714539674537947
80.16579999999999,-3.1288006807553765
81.7534,-4.211564026091959
84.1344,-5.899722522868021
85.72189999999998,-6.9448663280217
88.10300000000001,-8.648509200334537
89.69059999999999,-9.998945784411486
92.07159999999999,-11.807317086004232
93.6592,-12.696781229467279
96.0403,-13.866237657060614
97.62779999999998,-14.707104847826633
100.00900000000001,-15.906527572621496
102.38999999999999,-17.886298157807644
103.9776,-19.125457706267486
106.35859999999997,-20.60601804057404
107.9461,-21.569198398640662
110.3272,-22.883771075693108
111.91479999999999,-23.532071037474104
114.29579999999999,-25.4553698758905
115.88330000000002,-26.630339971040954
118.26440000000002,-28.557437627449126
119.852,-29.872548758546557
122.2332,-30.74938223317982
123.8206,-31.31485707223036
126.20169999999999,-33.014081701835686
127.78920000000002,-34.009810078879674
130.17039999999997,-35.03264726530896
131.75780000000003,-35.43983067391961
134.139,-35.845337805024
135.72640000000004,-36.385191265449684
138.1076,-36.59879014355302
139.69500000000005,-36.35403425375389
142.07620000000003,-35.760310041438544
143.66359999999997,-35.26564420254399
146.04480000000004,-33.93288743014577
147.63219999999995,-32.77343080188537
150.0134,-31.407656541892447
152.39460000000003,-29.708627779228504
153.982,-28.8281947835206
156.3631,-27.024253308495755
157.9506,-26.101172327337537
160.3318,-24.363359171632144
161.9192,-23.36866486459149
164.3004,-21.1109118913404
165.88780000000003,-20.076534260422264
168.269,-18.125688356474804
169.8564,-16.819308768325982
172.2376,-15.14866259187194
173.82500000000005,-14.18416272313732
176.20620000000002,-12.088901469607697
177.79359999999997,-11.060443249441171
180.17478000000003,-10.116030458058692
181.76220999999998,-9.561186561566778
184.14338999999998,-7.798448462528387
185.73081,-6.8201453525724895
188.11199,-6.157284389510017
189.69941,-6.0216734125745965
192.08059000000003,-5.831214168300011
193.66800999999998,-5.787213242917693
196.04920000000004,-5.743214895822719
197.63662,-6.314562430066812
200.01780000000002,-6.727004702394537
201.60522,-7.025223999164475
203.98641000000003,-8.45249655840546
206.36759,-9.669429046720122
207.95501,-10.52893831267644
210.33619,-11.586775054573499
211.92360999999994,-12.326915144921523
214.30479000000003,-13.799061637598795
215.89220999999998,-14.76622935849045
218.27339999999998,-15.905932602929859
219.86082,-16.32426557370822
222.24200000000002,-16.806361467425866
223.82942000000003,-17.562157996706283
226.21061000000003,-18.38483810801342
227.79802999999998,-18.77176156325123
230.17921000000004,-19.552327550047767
231.76663,-20.17922272822457
234.14781,-21.0563821068665
235.73523,-21.704400009970144
238.11641000000003,-23.12264962779617
239.70383999999996,-23.958727353881137
242.08502,-25.25926808141183
243.67244,-26.137290825697686
246.05362,-26.589843970318608
247.64105,-26.70903773452946
250.02222999999995,-27.727729892522436
251.60964,-28.609149433233032
253.99083,-30.364978827275145
256.37201,-31.68139373998801
257.95943,-32.730183537878645
260.34062000000006,-34.46856749040762
