Distance of Bounds (nm),Elemental Excess (atoms/nm2)
2.3811999999999784,-1.0307662993305098
3.968599999999981,-1.9318387678143707
6.349799999999988,-3.3495213720407198
7.937199999999962,-4.078982717583026
10.318399999999997,-5.1408865141144675
11.9058,-5.95405092296282
14.286999999999978,-6.9199556861684695
15.87439999999998,-7.570787164158985
18.255600000000015,-8.593789950192042
19.843000000000018,-9.172833372783074
22.224199999999996,-9.771604817511733
23.8116,-10.09040132080339
26.192800000000034,-10.755894081825328
27.780200000000008,-11.112282346392552
30.161399999999986,-11.415563801747252
31.74890000000002,-11.464810520704395
34.130000000000024,-11.53942236517857
35.71750000000003,-11.507729156977483
38.098599999999976,-11.261469942815122
39.68610000000001,-11.019884928265256
42.067199999999985,-10.468612841738038
43.65469999999999,-9.936763418399654
46.035799999999995,-9.176751293687166
47.62329999999997,-8.868632624630333
50.00449999999998,-8.12145151755671
52.38560000000001,-7.4268968678333085
53.97309999999999,-6.762781623545376
56.35419999999999,-5.590278932932837
57.941599999999994,-4.822003399129881
60.32280000000003,-3.945641473005003
61.91030000000001,-3.3210188593053007
64.29139999999998,-2.459196784182208
65.87890000000002,-1.8320606459922528
68.26000000000002,-0.6526657036838469
69.84750000000003,0.1828553085108124
72.22859999999997,1.1642762785346465
73.81610000000003,1.812265530642787
76.19729999999998,2.84646585476597
77.78470000000002,3.3809055401110055
80.1659,4.04679214418484
81.75329999999997,4.463348821390349
84.1345,5.476568642184286
85.72189999999998,6.008338688125525
88.10309999999998,6.633437903669606
89.69049999999999,7.131736865207391
92.07169999999999,7.748278009854435
93.6591,8.237765693608186
96.0403,9.041740593131896
97.6277,9.480392912940921
100.00890000000001,10.060274456260151
102.39010000000002,10.55793854931953
103.97749999999999,10.954129880249049
106.3587,11.573665040222819
107.9461,12.03330446358636
110.32730000000001,12.77548229926244
111.91469999999998,13.26438552517613
114.29590000000002,14.122217471001346
115.88329999999999,14.502669365648519
118.26450000000003,14.897825329184574
119.8519,15.390643316790472
122.23309999999996,16.081885120773762
123.8206,16.444887579178012
126.20169999999999,17.13032958070371
127.78909999999999,17.443163843642886
130.1703,17.915525999475438
131.75779999999997,18.164258588317622
134.1389,18.68081640961868
135.7264,19.053267810315337
138.10749999999996,19.587001085618454
139.695,19.902943589189736
142.07619999999997,20.361257921961833
143.6636,20.576939229700926
146.04469999999998,20.92875383422713
147.6322,21.14070631799943
150.0134,21.23697447604125
152.39450000000002,21.472008313656083
153.982,21.535962558968247
156.36309999999997,21.315396946889805
157.95049999999998,21.210474804160352
160.33169999999996,21.13074608491622
161.9192,21.187516337544288
164.3003,21.285322397017026
165.88780000000003,21.33653212688643
168.26889999999997,21.35998970738264
169.85640000000004,21.198605578437828
172.2376,20.842205406848148
173.825,20.56750248710167
176.2061,20.322540214623977
177.79362000000003,20.08732224965432
180.17480999999998,19.758931542166675
181.76223000000005,19.41607822832744
184.14341,18.917584865190996
185.73083,18.426872460846802
188.11201,17.59290062298678
189.69943,17.030954829843303
192.08060999999998,16.28012129499569
193.66804000000002,15.724551268183076
196.04922,15.139036299560807
197.63664000000006,14.775259409413216
200.01782,14.110474344704082
201.60524,13.698289658134412
203.98643000000004,13.30666316932602
206.36751,13.043599987506374
207.95502999999997,12.599817421205618
210.33621,12.097854064088502
211.92363,11.777989470069828
214.30480999999997,11.387051241364357
215.89224000000002,11.187666647070971
218.27342,11.041755819356727
219.86084,11.080887545102554
222.24202000000002,10.80050555917439
223.82945,10.847598801345187
226.21062999999998,10.742596405730492
227.79804000000001,10.653089210429087
230.17923,10.560641491305063
231.76665000000003,10.394929743708849
234.14783,10.120403822467825
235.73525,10.06379634926152
238.11644,9.79650510156276
239.70386000000002,9.794037428523257
242.08504,9.706043537138964
243.67246,9.70667086125333
246.05365,9.688617520944199
247.64107,9.463430009498524
250.02224,9.265360045976427
251.60966999999997,9.148967980176883
253.99085,9.102110991345931
256.37203,9.232721466361964
257.95945,9.178484483550681
260.34064,9.214515670950137
