Distance of Bounds (nm),Elemental Excess (atoms/nm2)
2.381099999999975,2.346356536518749
3.9684999999999775,4.295916769778426
6.349700000000013,6.826697712200385
7.93719999999999,8.157383509210993
10.318299999999994,10.273311331211193
11.905900000000003,11.599347871704516
14.286900000000031,13.081134286990416
15.874499999999983,14.421925342469407
18.255500000000012,15.751971305791722
19.843099999999993,16.278278603634313
22.224199999999996,16.60259287420259
23.811700000000002,17.071940758019643
26.19290000000001,17.577295286256636
27.780299999999983,17.488650246249122
30.161500000000018,17.39912224928922
31.74890000000002,17.199221751659735
34.1301,16.796258660109174
35.7175,16.32787404442225
38.09870000000001,15.966263607341807
39.68610000000004,15.738806153904296
42.06729999999996,15.048759050676903
43.65469999999999,14.621727072722923
46.0359,14.451166590955625
47.6233,14.648098349814571
50.00449999999998,14.790103659020495
52.38560000000001,14.743718201227951
53.97310000000002,14.67202904278141
56.354299999999995,14.322302228350704
57.9417,14.103376149784811
60.32290000000003,13.995460046239412
61.91030000000001,13.711209136231542
64.29150000000001,13.427577225538244
65.87890000000002,13.471244327319395
68.26010000000002,13.527197421056707
69.8475,13.47958767248167
72.2287,13.059757139433566
73.81610000000003,12.754498295396402
76.19729999999996,12.433314037857889
77.78469999999999,12.09933037513085
80.1659,12.029009581319139
81.7533,11.795597534249085
84.13449999999997,11.247574533728542
85.72189999999998,10.896256205959796
88.10310000000001,10.584668087163944
89.69050000000001,10.185277524366079
92.07169999999999,9.904204367565901
93.6591,9.637913762866388
96.04030000000003,9.539550289175367
97.62769999999998,9.54700236991565
100.00890000000001,9.23165626823913
102.39010000000005,8.852418055214851
103.97749999999999,8.542353058081298
106.35869999999997,8.390900028113196
107.94610000000003,8.26299644236274
110.32730000000001,7.947029344127514
111.91469999999998,7.8226855737747565
114.29589999999999,7.564443391000603
115.88330000000002,7.566352901190999
118.26449999999998,7.77448275743346
119.85190000000001,7.640494773494509
122.23310000000001,7.690685233906754
123.82050000000002,7.972404146101446
126.2017,8.239095141780385
127.78909999999996,8.168931062112165
130.1703,8.044862120059808
131.7577,8.049720765755001
134.13889999999998,8.257067101566843
135.72629999999998,8.202891551732883
138.10750000000002,8.73980823264711
139.6949,8.929631422866313
142.0761,8.95078338450716
143.66349999999994,8.99955572630151
146.04470000000003,9.1974096290781
147.63219999999995,9.570563239290005
150.01330000000002,9.778980585468291
152.3945,9.803693803586755
153.9819,9.838966766459778
156.36309999999997,10.177303608911792
157.95050000000003,10.317021845789736
160.3317,10.24933391919882
161.91910000000001,10.337796479709729
164.30030000000002,10.53379252550754
165.88769999999994,10.554207378940847
168.26890000000003,10.657794575814968
169.85629999999998,10.719865002106047
172.23752000000002,10.532737522806693
173.82493999999997,10.671914524280362
176.20613000000003,10.892986635480632
177.79363999999998,10.84563378403069
180.17473000000004,11.182298719921963
181.76214999999996,11.317111875444317
184.14333,11.286472360243573
185.73084999999998,11.257395213107976
188.11204000000004,11.240488258101122
189.69946,11.36757532217108
192.08054000000004,11.692479180838406
193.66806000000003,11.846118356420387
196.04924000000003,11.931559372448689
197.63666999999998,11.992531895692501
200.01773999999995,11.968807919811729
201.60527,12.092287099879707
203.98644999999993,12.688598306897665
206.36753,13.465374293518192
207.95504999999997,13.890551540483887
210.33614,14.21486941621916
211.92356,14.580294248428261
214.30474000000004,15.570164915582954
215.89226,16.096934401043654
218.27345000000003,16.914604859717166
219.86086999999998,17.84396299571156
222.24194,19.28480210963279
223.82947,20.233169690571202
226.21065,21.697904716116145
227.79807,22.50297136630568
230.17925000000002,23.927401250956382
231.76667999999995,24.689787403879997
234.14786000000004,25.333617749683892
235.73528,25.645882613948334
238.11646000000002,26.279018607227425
239.70388000000003,26.600136910147803
242.08506999999997,27.1050196145854
243.67248000000004,27.29303518604396
246.05366999999998,27.25885134576921
247.64109,27.426894678323492
250.02227,27.748253980274843
251.60969,28.16777993714865
253.99086999999997,28.432960624181664
256.37206000000003,28.184726236843346
257.95948,28.075345623068735
260.34065999999996,28.252209023806657
