0.000000e+00;9.964235e-02
3.968607e-10;1.003145e-01
7.937214e-10;1.011178e-01
1.190582e-09;1.025901e-01
1.587443e-09;1.015574e-01
1.984304e-09;1.010497e-01
2.381164e-09;1.033057e-01
2.778025e-09;1.033192e-01
3.174886e-09;1.032084e-01
3.571746e-09;9.924734e-02
3.968607e-09;9.765714e-02
4.365468e-09;9.945655e-02
4.762328e-09;1.006403e-01
5.159189e-09;1.009776e-01
5.556050e-09;9.688812e-02
5.952911e-09;9.630210e-02
6.349771e-09;9.303727e-02
6.746632e-09;9.261602e-02
7.143493e-09;9.113105e-02
7.540353e-09;9.192705e-02
7.937214e-09;9.510550e-02
8.334075e-09;9.370476e-02
8.730936e-09;9.566174e-02
9.127796e-09;9.527161e-02
9.524657e-09;9.806838e-02
9.921518e-09;9.460125e-02
1.031838e-08;9.413923e-02
1.071524e-08;9.426437e-02
1.111210e-08;9.736095e-02
1.150896e-08;9.877995e-02
1.190582e-08;9.645455e-02
1.230268e-08;9.760883e-02
1.269954e-08;9.591068e-02
1.309640e-08;9.796646e-02
1.349326e-08;9.710628e-02
1.389012e-08;9.980085e-02
1.428699e-08;1.013457e-01
1.468385e-08;1.012763e-01
1.508071e-08;9.923573e-02
1.547757e-08;9.646158e-02
1.587443e-08;1.000689e-01
1.627129e-08;1.019045e-01
1.666815e-08;1.050836e-01
1.706501e-08;1.042987e-01
1.746187e-08;1.040140e-01
1.785873e-08;1.024076e-01
1.825559e-08;1.018836e-01
1.865245e-08;1.012465e-01
1.904931e-08;1.011098e-01
1.944617e-08;9.880860e-02
1.984304e-08;9.945033e-02
2.023990e-08;1.010908e-01
2.063676e-08;9.850021e-02
2.103362e-08;9.595640e-02
2.143048e-08;9.342026e-02
2.182734e-08;9.604839e-02
2.222420e-08;9.646260e-02
2.262106e-08;9.698908e-02
2.301792e-08;9.864750e-02
2.341478e-08;1.027704e-01
2.381164e-08;1.027295e-01
2.420850e-08;1.001385e-01
2.460536e-08;9.786724e-02
2.500222e-08;9.973644e-02
2.539909e-08;9.965227e-02
2.579595e-08;1.007284e-01
2.619281e-08;9.894421e-02
2.658967e-08;1.018944e-01
2.698653e-08;9.785788e-02
2.738339e-08;9.488962e-02
2.778025e-08;9.327169e-02
2.817711e-08;9.472485e-02
2.857397e-08;9.575237e-02
2.897083e-08;9.469038e-02
2.936769e-08;9.358580e-02
2.976455e-08;9.481423e-02
3.016141e-08;9.459846e-02
3.055828e-08;9.790617e-02
3.095514e-08;9.739950e-02
3.135199e-08;9.659757e-02
3.174886e-08;9.181080e-02
3.214572e-08;8.981532e-02
3.254258e-08;9.178570e-02
3.293944e-08;9.474683e-02
3.333630e-08;9.433018e-02
3.373316e-08;9.385306e-02
3.413002e-08;9.119364e-02
3.452688e-08;8.886718e-02
3.492374e-08;8.660483e-02
3.532060e-08;8.367981e-02
3.571746e-08;8.564826e-02
3.611433e-08;8.432449e-02
3.651119e-08;8.766287e-02
3.690804e-08;8.661242e-02
3.730491e-08;8.777380e-02
3.770177e-08;8.578565e-02
3.809863e-08;8.672402e-02
3.849549e-08;8.598860e-02
3.889235e-08;8.688057e-02
3.928921e-08;8.466782e-02
3.968607e-08;8.195084e-02
4.008293e-08;8.293696e-02
4.047979e-08;8.368239e-02
4.087665e-08;8.624788e-02
4.127351e-08;8.826794e-02
4.167038e-08;8.744992e-02
4.206724e-08;8.758331e-02
4.246409e-08;8.577123e-02
4.286096e-08;8.711763e-02
4.325782e-08;8.528215e-02
4.365468e-08;8.642760e-02
4.405154e-08;8.573356e-02
4.444840e-08;8.818007e-02
4.484526e-08;8.588920e-02
4.524212e-08;8.484817e-02
4.563898e-08;8.528730e-02
4.603584e-08;8.735804e-02
4.643270e-08;9.024062e-02
4.682956e-08;9.000776e-02
4.722643e-08;8.950657e-02
4.762328e-08;8.834160e-02
4.802014e-08;8.587016e-02
4.841701e-08;8.624367e-02
4.881387e-08;8.549633e-02
4.921073e-08;8.658454e-02
4.960759e-08;8.918344e-02
5.000445e-08;9.093117e-02
5.040131e-08;9.566725e-02
5.079817e-08;9.275493e-02
5.119503e-08;9.359469e-02
5.159189e-08;9.242035e-02
5.198875e-08;9.120566e-02
5.238561e-08;9.259238e-02
5.278248e-08;9.215187e-02
5.317933e-08;9.620500e-02
5.357620e-08;9.354421e-02
5.397306e-08;9.169970e-02
5.436992e-08;8.981876e-02
5.476678e-08;9.212063e-02
5.516364e-08;9.012896e-02
5.556050e-08;9.231094e-02
5.595736e-08;9.018196e-02
5.635422e-08;9.033417e-02
5.675108e-08;8.766329e-02
5.714794e-08;8.695544e-02
5.754480e-08;8.755567e-02
5.794166e-08;8.524650e-02
5.833853e-08;8.582096e-02
5.873538e-08;8.446262e-02
5.913225e-08;8.604146e-02
5.952911e-08;8.700427e-02
5.992597e-08;8.719955e-02
6.032283e-08;8.728149e-02
6.071969e-08;8.731896e-02
6.111655e-08;8.920952e-02
6.151341e-08;8.868156e-02
6.191027e-08;8.607409e-02
6.230713e-08;8.502556e-02
6.270399e-08;8.407161e-02
6.310086e-08;8.559050e-02
6.349772e-08;8.420569e-02
6.389457e-08;8.375177e-02
6.429143e-08;8.191139e-02
6.468829e-08;8.009706e-02
6.508515e-08;7.913721e-02
6.548202e-08;8.004440e-02
6.587888e-08;8.475427e-02
6.627574e-08;8.591678e-02
6.667260e-08;8.506083e-02
6.706946e-08;8.205718e-02
6.746632e-08;8.144855e-02
6.786318e-08;8.160336e-02
6.826004e-08;8.247219e-02
6.865690e-08;8.376219e-02
6.905376e-08;8.462902e-02
6.945062e-08;8.561130e-02
6.984749e-08;8.430588e-02
7.024435e-08;8.391265e-02
7.064121e-08;8.139725e-02
7.103807e-08;8.121637e-02
7.143493e-08;8.125800e-02
7.183179e-08;8.436038e-02
7.222865e-08;8.550609e-02
7.262551e-08;8.551489e-02
7.302237e-08;8.471237e-02
7.341923e-08;8.526477e-02
7.381609e-08;8.559532e-02
7.421296e-08;8.552480e-02
7.460982e-08;8.463745e-02
7.500667e-08;8.573678e-02
