Distance of Bounds (nm),Elemental Excess (atoms/nm2)
2.3811999999999784,-3.7834263587674597
3.9686000000000092,-5.905963048035081
6.349799999999988,-8.646507907752177
7.937199999999962,-10.298391487242549
10.318399999999997,-12.721964870541132
11.9058,-14.408739727320574
14.286999999999978,-16.975888403667376
15.87439999999998,-18.017217713246428
18.255600000000015,-19.758155041221737
19.843000000000018,-21.301206625111618
22.224199999999996,-22.687313598384833
23.8116,-23.226075409698
26.192800000000005,-25.023107721965076
27.780200000000036,-25.975325616420815
30.161399999999986,-26.925639792308438
31.74879999999999,-26.874307026462233
34.130000000000024,-25.960357424041803
35.7174,-25.65324163922626
38.098600000000005,-25.532664630800056
39.68600000000001,-25.39583959636958
42.067199999999985,-24.670943419194714
43.65459999999999,-24.802046792984033
46.035799999999995,-23.907226340902156
47.6232,-22.82762710997151
50.004399999999976,-21.88647932578243
52.38560000000001,-20.42137523463657
53.97300000000001,-18.99974905898811
56.35419999999999,-16.22920623774129
57.941599999999994,-13.963226678200304
60.3228,-10.418873951033548
61.91020000000003,-8.750141415885473
64.29139999999998,-6.830419503055254
65.87879999999998,-5.752737968899202
68.26000000000002,-3.187198429056142
69.84740000000002,-1.862781074403977
72.2286,0.68688453654447
73.816,2.790676274206771
76.19720000000001,5.642611936680675
77.78479999999999,7.435811115253206
80.16579999999999,9.821933414428678
81.7534,11.539774310219864
84.1344,13.71740118766072
85.72189999999998,14.610191914567311
88.10300000000001,16.831866298111862
89.69059999999999,18.686408129225374
92.07159999999999,20.123196537955298
93.6592,21.462103930820994
96.0403,23.73460574472401
97.62779999999998,25.108904775685915
100.00900000000001,27.44884042711679
102.38999999999999,29.700170260836277
103.9776,31.48275890279718
106.35859999999997,34.247549502858284
107.9461,35.56962956889919
110.3272,37.57938756973294
111.91479999999999,38.4002480486585
114.29579999999999,39.664923209095456
115.88330000000002,40.435746179702576
118.26440000000002,42.89196617372933
119.852,44.781287992515225
122.2332,46.8169151990661
123.8206,48.49390953898136
126.20169999999999,50.571568900026314
127.78920000000002,51.76269814853341
130.17039999999997,53.70299148314852
131.75780000000003,54.26884034981055
134.139,55.29479582120717
135.72640000000004,56.064567022515604
138.1076,57.62575044049027
139.69500000000005,58.59886684364103
142.07620000000003,59.78636283442161
143.66359999999997,60.0109650600962
146.04480000000004,60.3424756291778
147.63219999999995,59.605286076161086
150.0134,57.99901851459425
152.39460000000003,56.705712719404914
153.982,55.96554917450846
156.3631,54.71529794758346
157.9506,53.89395293652933
160.3318,53.07159273623605
161.9192,52.920567354900335
164.3004,51.996101487528314
165.88780000000003,51.365319311299515
168.269,49.657448387465195
169.8564,48.83202997156879
172.2376,47.755955567204445
173.82500000000005,47.17406102995198
176.20620000000002,46.8646417155216
177.79359999999997,46.986773110890255
180.17478000000003,46.30325751322129
181.76220999999998,45.178971346051064
184.14338999999998,44.05206675056356
185.73081,44.00616875305277
188.11199,43.85137203013223
189.69941,43.82374052854195
192.08059000000003,43.932298802513856
193.66800999999998,44.90198797007654
196.04920000000004,45.98594024486385
197.63662,46.85362205690158
200.01780000000002,47.74115519391381
201.60522,48.9774232453656
203.98641000000003,51.19125363217909
206.36759,51.92083340010232
207.95501,52.56348556429089
210.33619,53.480875000664156
211.92360999999994,54.37731888541888
214.30479000000003,56.416578585474504
215.89220999999998,57.388046021060944
218.27339999999998,58.40540576532837
219.86082,59.4026401994697
222.24200000000002,60.67154882062917
223.82942000000003,61.707178807837344
226.21061000000003,63.19839921512931
227.79802999999998,64.14853507765525
230.17921000000004,65.44928080817932
231.76663,66.89576676300727
234.14781,68.62575559530484
235.73523,70.10593781045948
238.11641000000003,72.65858090124632
239.70383999999996,74.53720691752153
242.08502,76.57565451581684
243.67244,78.21045437727179
246.05362,80.72796939095129
247.64105,81.71267969237681
250.02222999999995,82.26405636119976
251.60964,82.95186596347945
253.99083,84.34041489462233
256.37201,86.07022633330709
257.95943,86.77636450510401
260.34062000000006,88.24829701662817
